日期,热轧板卷4.75mm,铁矿62%Fe现货交易基准价,进口铁矿石价格指数,国产铁矿石价格指数,冷轧板卷0.5mm,热轧板卷4.75mm(raw)
2024/2/23,4056,938,972.91,1116.58,5002,4056
2024/2/26,4035,910,954.77,1115.74,4986,4035
2024/2/27,4049,919,931.78,1094.58,4985,4049
2024/2/28,4053,920,947.25,1094.58,4981,4053
2024/2/29,4045,918,935.69,1094.58,4979,4045
2024/3/1,4038,893,944.6,1093.13,4973,4038
2024/3/4,4018,911,923.14,1086.54,4960,4018
2024/3/5,4008,899,932.16,1073.06,4959,4008
2024/3/6,3981,897,911.82,1072.07,4943,3981
2024/3/7,3985,903,926.64,1051.86,4937,3985
2024/3/8,3962,886,911.54,1036.13,4925,3962
2024/3/11,3911,847,883.83,997.52,4879,3911
2024/3/12,3898,847,864.55,972.52,4861,3898
2024/3/13,3885,816,858.8,949.62,4849,3885
2024/3/14,3846,807,843.86,945.54,4815,3846
2024/3/15,3820,798,825.3,934.66,4788,3820
2024/3/18,3813,798,811.33,915.5,4774,3813
2024/3/19,3844,824,822.84,917.21,4775,3844
2024/3/20,3859,818,844.28,927.47,4781,3859
2024/3/21,3865,834,839.65,935,4785,3865
2024/3/22,3865,832,849.57,948.1,4792,3865
2024/3/25,3855,832,855.15,957.85,4779,3855
2024/3/26,3827,808,858.65,943.34,4765,3827
2024/3/27,3804,799,830.57,924.25,4739,3804
2024/3/28,3777,790,812.37,909.74,4717,3777
2024/3/29,3743,765,801.96,903.69,4690,3743
2024/4/1,3728,785,778.44,893.81,4669,3728
2024/4/2,3760,786,812.36,899.64,4675,3760
2024/4/3,3754,786,819.31,905.65,4667,3754
2024/4/7,3729,773,799.87,905.43,4657,3729
2024/4/8,3754,815,810.52,916.32,4653,3754
2024/4/9,3780,833,831.21,932.82,4659,3780
2024/4/10,3783,835,856.45,941.64,4658,3783
2024/4/11,3779,837,852.95,948.3,4656,3779
2024/4/12,3791,852,860.1,960.39,4651,3791
2024/4/15,3791,864,881.57,974.53,4650,3791
2024/4/16,3797,854,885.91,986.27,4650,3797
2024/4/17,3817,881,878.22,1000.57,4654,3817
2024/4/18,3845,893,916.36,1006.62,4665,3845
2024/4/19,3847,889,906.02,1006.62,4666,3847
2024/4/22,3836,883,908.08,1006.04,4665,3836
2024/4/23,3829,865,905.65,999.77,4661,3829
2024/4/24,3838,892,898.75,1009.45,4660,3838
2024/4/25,3843,885,917.11,1016.78,4661,3843
2024/4/26,3835,889,904.38,1016.34,4656,3835
2024/4/28,3830,877,904.59,1017.74,4648,3830
2024/4/29,3825,880,901.79,1014.51,4644,3825
2024/4/30,3823,880,903.68,1012.69,4640,3823
2024/5/6,3851,897,906.85,1017.89,4645,3851
2024/5/7,3855,894,922.71,1020.31,4656,3855
2024/5/8,3837,872,915.61,1016.68,4651,3837
2024/5/9,3829,874,907.34,1008.82,4648,3829
2024/5/10,3820,878,902.44,1010.38,4644,3820
2024/5/11,3818,872,900.84,1010.48,4642,3818
2024/5/13,3817,893,900.51,1015.92,4637,3817
2024/5/14,3805,872,909.51,1010.48,4629,3805
2024/5/15,3798,865,892.72,1010.46,4618,3798
2024/5/16,3823,887,903.46,1017.94,4622,3823
2024/5/17,3840,892,912.25,1023.38,4625,3840
2024/5/20,3852,894,923.92,1025.49,4630,3852
2024/5/21,3850,901,923.91,1027.65,4629,3850
2024/5/22,3874,909,931.96,1035.9,4635,3874
2024/5/23,3867,898,928.88,1031.67,4631,3867
2024/5/24,3867,898,917.57,1032.07,4628,3867
2024/5/27,3855,892,919.96,1031.63,4622,3855
2024/5/28,3858,878,921.76,1027.39,4622,3858
2024/5/29,3848,878,903.66,1024.59,4615,3848
2024/5/30,3854,870,913.37,1016.72,4615,3854
2024/5/31,3834,870,894.91,1016.72,4609,3834
2024/6/3,3813,851,887.54,1011.14,4595,3813
2024/6/4,3802,844,876.49,1000.46,4588,3802
2024/6/5,3798,832,866.52,997.87,4580,3798
2024/6/6,3802,840,863.7,994.46,4573,3802
2024/6/7,3808,842,871.64,994.89,4574,3808
2024/6/11,3783,812,861.7,983.97,4562,3783
2024/6/12,3783,817,840.49,980.94,4551,3783
2024/6/13,3782,821,835.66,979.94,4548,3782
2024/6/14,3791,832,850.7,986,4545,3791
2024/6/17,3777,817,848.8,977.23,4538,3777
2024/6/18,3779,825,853.31,980.12,4538,3779
2024/6/19,3777,829,856.8,980.12,4533,3777
2024/6/20,3775,833,854.88,980.66,4529,3775
2024/6/21,3764,815,851.61,979.66,4519,3764
2024/6/24,3735,802,828.94,969.45,4499,3735
2024/6/25,3726,807,823.18,969.45,4486,3726
2024/6/26,3730,829,827.42,977.31,4485,3730
2024/6/27,3732,823,848.39,980.88,4485,3732
2024/6/28,3727,828,840.36,980.88,4481,3727
2024/7/1,3732,840,848.49,987.05,4478,3732
2024/7/2,3738,842,862.24,990.07,4473,3738
2024/7/3,3749,858,864.18,999.14,4467,3749
2024/7/4,3760,858,880.85,1000.96,4470,3760
2024/7/5,3740,845,878.1,999.32,4462,3740
2024/7/8,3718,830,868.08,1002.79,4439,3718
2024/7/9,3704,834,854.62,1002.58,4429,3704
2024/7/10,3690,818,847.84,1002.58,4414,3690
2024/7/11,3693,830,844.1,1001.97,4405,3693
2024/7/12,3692,829,851.74,1007.41,4405,3692
2024/7/15,3708,834,852.73,1012.26,4407,3708
2024/7/16,3703,827,849.27,1012.87,4404,3703
2024/7/17,3689,812,850.01,1012.22,4396,3689
2024/7/18,3669,816,831.98,1011.19,4384,3669
2024/7/19,3663,810,831.4,1008.77,4375,3663
2024/7/22,3637,805,827.36,1008.29,4355,3637
2024/7/23,3609,781,823.54,1003.45,4341,3609
2024/7/24,3590,783,802.86,998.44,4322,3590
2024/7/25,3540,771,792.97,989.2,4295,3540
2024/7/26,3555,785,808.26,994.91,4289,3555
2024/7/29,3532,784,807.57,993.54,4271,3532
2024/7/30,3486,763,805.23,989.79,4245,3486
2024/7/31,3488,776,792.82,992.21,4235,3488
2024/8/1,3498,787,812.88,994.63,4236,3498
2024/8/2,3497,797,798.52,997.26,4225,3497
2024/8/5,3497,796,809.9,1000.96,4215,3497
2024/8/6,3478,787,818.36,997.94,4205,3478
2024/8/7,3465,777,804.52,989.41,4198,3465
2024/8/8,3435,760,793.93,982.32,4175,3435
2024/8/9,3424,769,787.14,985.34,4162,3424
2024/8/12,3360,761,788.76,979.72,4130,3360
2024/8/13,3325,758,795.93,977.3,4107,3325
2024/8/14,3244,739,771.23,957.77,4071,3244
2024/8/15,3205,711,751.6,939.77,4045,3205
2024/8/16,3184,706,741.35,930.91,4032,3184
2024/8/19,3156,713,727.59,934.05,4013,3156
2024/8/20,3163,713,739.7,935.47,4005,3163
2024/8/21,3219,736,748.42,938.58,4026,3219
2024/8/22,3215,731,760.62,934.95,4030,3215
2024/8/23,3187,726,752.37,932.53,4025,3187
2024/8/26,3238,752,761.94,944.12,4031,3238
2024/8/27,3260,757,775.77,947.09,4045,3260
2024/8/28,3262,753,785.78,946.26,4051,3262
2024/8/29,3250,758,781.9,949.29,4045,3250
2024/8/30,3247,757,782.29,945.42,4040,3247
2024/9/2,3220,,769.49,938.17,4027,3220
2024/9/3,3185,,743.86,929.56,4015,3185
